Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Asset_Tier,Is_Liquidated,Liquidation_Probability,Projected_Asset_Yield,CELR
16246.0,460,2,827.25,1,2,3,Dormant Capital,1,1.0,6.168176549532915,6.168176549532915
17021.0,442,6,1182.22,1,4,3,Distressed Equity,1,1.0,6.167216102146563,6.167216102146563
17514.0,128,2,542.83,3,3,2,High-Yield Volatile,1,1.0,6.161678858487289,6.161678858487289
17020.0,542,2,935.62,1,3,3,Distressed Equity,1,1.0,6.111259748027184,6.111259748027184
16300.0,430,3,1392.43,1,3,4,Distressed Equity,1,1.0,6.098263130406995,6.098263130406995
16897.0,299,2,289.78,2,3,1,Distressed Equity,1,1.0,6.084292468736412,6.084292468736412
14552.0,152,3,511.28,3,3,2,High-Yield Volatile,1,1.0,6.075511180298332,6.075511180298332
16499.0,360,8,2578.34,2,5,4,Distressed Equity,1,1.0,6.056770765064002,6.056770765064002
14343.0,421,4,1088.91,1,3,3,Distressed Equity,1,1.0,6.044624993080102,6.044624993080102
12845.0,267,4,354.09000000000003,2,3,2,Distressed Equity,1,1.0,6.037603672402812,6.037603672402812
15323.0,563,3,434.6,1,3,2,Distressed Equity,1,1.0,6.0326786244516875,6.0326786244516875
12943.0,558,2,496.5,1,2,2,Dormant Capital,1,1.0,6.007783791279009,6.007783791279009
12851.0,97,2,284.13,3,2,1,Dormant Capital,1,1.0,5.991848419840379,5.991848419840379
14303.0,407,2,277.94,2,2,1,Dormant Capital,1,1.0,5.96060023066098,5.96060023066098
13039.0,584,4,1010.73,1,3,3,Distressed Equity,1,1.0,5.958239245447106,5.958239245447106
17773.0,514,2,585.27,1,3,2,Distressed Equity,1,1.0,5.946702129119641,5.946702129119641
15580.0,377,8,1381.19,2,4,4,Distressed Equity,1,1.0,5.9464196632137964,5.9464196632137964
16373.0,382,2,309.49,2,2,2,Dormant Capital,1,1.0,5.945651268915745,5.945651268915745
17258.0,397,2,417.3,2,3,2,Distressed Equity,1,1.0,5.930859496947288,5.930859496947288
13393.0,584,4,1131.45,1,3,3,Distressed Equity,1,1.0,5.91624270568616,5.91624270568616
17807.0,395,3,437.87,2,3,2,Distressed Equity,1,1.0,5.907868579146314,5.907868579146314
14492.0,430,7,1921.91,1,4,4,Distressed Equity,1,1.0,5.868441081845501,5.868441081845501
18134.0,598,2,445.0,1,3,2,Distressed Equity,1,1.0,5.864626064830993,5.864626064830993
17834.0,415,2,730.47,1,3,3,Distressed Equity,1,1.0,5.86404935658734,5.86404935658734
17141.0,418,4,754.33,1,4,3,Distressed Equity,1,1.0,5.848042980150888,5.848042980150888
17960.0,171,3,135.08,3,3,1,High-Yield Volatile,1,0.96,6.078759246476531,5.83560887661747
17753.0,464,4,390.56,1,4,2,Distressed Equity,1,1.0,5.815764844886606,5.815764844886606
14729.0,374,3,907.38,2,3,3,Distressed Equity,1,1.0,5.798494953914692,5.798494953914692
15939.0,90,16,9060.39,3,5,5,High-Yield Volatile,0,0.01,576.1425388818096,5.761425388818096
17890.0,323,2,602.09,2,3,2,Distressed Equity,1,1.0,5.700915074810019,5.700915074810019
16604.0,563,2,432.4500000000001,1,2,2,Dormant Capital,1,1.0,5.696250180006934,5.696250180006934
17963.0,471,4,651.51,1,4,3,Distressed Equity,1,1.0,5.684066270311337,5.684066270311337
12765.0,472,6,1404.58,1,4,4,Distressed Equity,1,1.0,5.664852482424742,5.664852482424742
13545.0,391,2,374.64,2,2,2,Dormant Capital,1,1.0,5.658747542191664,5.658747542191664
14560.0,7,44,6114.03,5,5,5,Tier 1 Alpha Asset,0,0.01,565.5810518045885,5.655810518045885
17477.0,613,2,1144.3,1,3,3,Distressed Equity,1,1.0,5.627803028287203,5.627803028287203
16521.0,415,3,1148.01,1,3,3,Distressed Equity,1,1.0,5.621938632615135,5.621938632615135
15543.0,288,2,242.84,2,2,1,Dormant Capital,1,1.0,5.61289132995199,5.61289132995199
15914.0,378,2,205.99,2,2,1,Dormant Capital,1,1.0,5.60224849751152,5.60224849751152
13340.0,45,12,22100.56,4,5,5,Tier 1 Alpha Asset,0,0.01,558.4419053814486,5.584419053814486
12663.0,625,2,239.4,1,2,1,Dormant Capital,1,1.0,5.5650445480947885,5.5650445480947885
18039.0,374,4,579.17,2,4,2,Distressed Equity,1,1.0,5.560004825405322,5.560004825405322
17143.0,417,2,924.11,1,3,3,Distressed Equity,1,1.0,5.558414410612189,5.558414410612189
13250.0,461,2,256.04,1,2,1,Dormant Capital,1,1.0,5.5408847449127405,5.5408847449127405
16725.0,302,14,1882.11,2,5,4,Distressed Equity,1,0.99,5.574807458826069,5.519059384237809
15908.0,491,2,764.57,1,2,3,Dormant Capital,1,1.0,5.4919620675895855,5.4919620675895855
14183.0,411,2,286.29,1,2,1,Dormant Capital,1,1.0,5.480428640128807,5.480428640128807
17393.0,411,2,381.15,1,3,2,Distressed Equity,1,0.99,5.530193753337682,5.4748918158043045
17000.0,396,2,406.3,2,3,2,Distressed Equity,1,1.0,5.444156260702961,5.444156260702961
15041.0,170,2,294.02,3,2,2,Dormant Capital,1,1.0,5.3699214097488,5.3699214097488
18011.0,373,2,527.03,2,3,2,Distressed Equity,1,1.0,5.35387243259438,5.35387243259438
17062.0,314,6,1208.22,2,4,3,Distressed Equity,1,1.0,5.3521414831365695,5.3521414831365695
15196.0,433,2,316.25,1,2,2,Dormant Capital,1,1.0,5.33032992105663,5.33032992105663
13909.0,423,2,286.6,1,2,1,Dormant Capital,1,1.0,5.314086101385448,5.314086101385448
13123.0,473,2,506.75,1,2,2,Dormant Capital,1,1.0,5.303432632616823,5.303432632616823
15972.0,456,5,1810.27,1,4,4,Distressed Equity,1,1.0,5.287119024359313,5.287119024359313
14877.0,418,2,437.0,1,2,2,Dormant Capital,1,1.0,5.286213032351565,5.286213032351565
17529.0,610,2,1240.25,1,3,3,Distressed Equity,1,1.0,5.2593302194663885,5.2593302194663885
13679.0,494,3,281.26,1,3,1,Distressed Equity,1,1.0,5.25921493032578,5.25921493032578
17804.0,376,3,385.23,2,3,2,Distressed Equity,1,1.0,5.255257187977679,5.255257187977679
13031.0,407,5,3419.27,2,4,5,Distressed Equity,1,1.0,5.245766744348982,5.245766744348982
15418.0,425,2,452.32,1,2,2,Dormant Capital,1,1.0,5.194491415545119,5.194491415545119
14746.0,406,4,593.5,2,3,2,Distressed Equity,1,1.0,5.191451340127955,5.191451340127955
12731.0,24,17,25775.71,4,5,5,Tier 1 Alpha Asset,0,0.01,518.368665048034,5.1836866504803405
13287.0,603,3,781.59,1,3,3,Distressed Equity,1,1.0,5.159223880627516,5.159223880627516
16452.0,631,2,332.17,1,2,2,Dormant Capital,1,1.0,5.1478600994628065,5.1478600994628065
13868.0,7,2,3192.54,5,2,5,Dormant Capital,0,0.01,512.7008736381696,5.127008736381696
14599.0,390,2,474.54,2,2,2,Dormant Capital,1,1.0,5.126289502939609,5.126289502939609
12634.0,536,2,490.0,1,2,2,Dormant Capital,1,1.0,5.106224290366403,5.106224290366403
15881.0,312,5,501.39,2,4,2,Distressed Equity,1,1.0,5.054319426012799,5.054319426012799
16840.0,603,2,139.85,1,3,1,Distressed Equity,1,1.0,5.050621617988233,5.050621617988233
13857.0,393,6,1001.01,2,4,3,Distressed Equity,1,1.0,5.027016474814234,5.027016474814234
16089.0,386,2,271.44,2,2,1,Dormant Capital,1,1.0,4.997579227001928,4.997579227001928
12862.0,426,2,1008.32,1,2,3,Dormant Capital,1,1.0,4.953188657435343,4.953188657435343
15560.0,398,2,153.52,2,2,1,Dormant Capital,1,1.0,4.931708545182101,4.931708545182101
14500.0,88,3,356.85,3,3,2,High-Yield Volatile,0,0.03,164.34770468687773,4.9304311406063315
14986.0,376,2,566.9,2,2,2,Dormant Capital,1,1.0,4.927666110389218,4.927666110389218
14181.0,411,2,310.55,1,2,2,Dormant Capital,1,1.0,4.922338219175607,4.922338219175607
14771.0,621,2,594.62,1,2,2,Dormant Capital,1,1.0,4.9079502132187995,4.9079502132187995
14686.0,414,5,885.83,1,4,3,Distressed Equity,1,1.0,4.898788684450666,4.898788684450666
17766.0,381,2,299.61,2,3,2,Distressed Equity,1,1.0,4.873381370633653,4.873381370633653
17363.0,395,3,940.86,2,3,3,Distressed Equity,1,1.0,4.862872291958682,4.862872291958682
14043.0,491,2,304.25,1,2,2,Dormant Capital,1,1.0,4.844237965791873,4.844237965791873
16223.0,375,2,1102.35,2,2,3,Dormant Capital,1,1.0,4.816246242792243,4.816246242792243
16259.0,410,3,361.94,2,3,2,Distressed Equity,1,1.0,4.803005520819134,4.803005520819134
14917.0,597,2,1123.75,1,2,3,Dormant Capital,1,1.0,4.7735410054650815,4.7735410054650815
15102.0,531,2,554.67,1,2,2,Dormant Capital,1,1.0,4.768635408168415,4.768635408168415
14994.0,382,5,960.63,2,4,3,Distressed Equity,1,1.0,4.761534111409125,4.761534111409125
17968.0,374,4,888.04,2,4,3,Distressed Equity,1,1.0,4.748832243970449,4.748832243970449
14670.0,280,3,602.0,2,3,2,Distressed Equity,1,1.0,4.747527555844321,4.747527555844321
15446.0,377,3,406.95,2,3,2,Distressed Equity,1,1.0,4.740947323594449,4.740947323594449
15682.0,599,2,318.24,1,2,2,Dormant Capital,1,1.0,4.740056376132493,4.740056376132493
13715.0,281,17,8483.29,2,5,5,Distressed Equity,1,0.99,4.73209276101507,4.68477183340492
18049.0,437,2,556.52,1,3,2,Distressed Equity,1,1.0,4.680828061603639,4.680828061603639
15736.0,435,2,1815.72,1,2,4,Dormant Capital,1,1.0,4.6311666263016615,4.6311666263016615
14938.0,562,2,2322.43,1,2,4,Dormant Capital,1,0.99,4.660739096629205,4.6141317056629125
13275.0,384,2,241.66,2,2,1,Dormant Capital,1,1.0,4.600887473539528,4.600887473539528
14096.0,4,17,65164.79,5,5,5,Tier 1 Alpha Asset,0,0.01,459.4895004964245,4.594895004964245
13677.0,405,2,556.1899999999999,2,2,2,Dormant Capital,1,1.0,4.587535421601484,4.587535421601484
14471.0,591,2,400.95,1,2,2,Dormant Capital,1,1.0,4.581398040449529,4.581398040449529
14671.0,549,2,1127.45,1,2,3,Dormant Capital,1,1.0,4.579555797040048,4.579555797040048
12741.0,529,2,406.07,1,2,2,Dormant Capital,1,1.0,4.512572866024513,4.512572866024513
16524.0,446,2,308.14,1,2,2,Dormant Capital,1,1.0,4.5052812106761255,4.5052812106761255
17484.0,576,2,209.57,1,3,1,Distressed Equity,1,1.0,4.477227159352533,4.477227159352533
13459.0,625,2,1160.41,1,2,3,Dormant Capital,1,1.0,4.422269993187278,4.422269993187278
13698.0,597,2,465.53,1,2,2,Dormant Capital,1,1.0,4.381429933242591,4.381429933242591
16228.0,385,3,890.81,2,3,3,Distressed Equity,1,1.0,4.378512502179385,4.378512502179385
17660.0,141,2,359.47,3,3,2,High-Yield Volatile,1,1.0,4.3274516146561295,4.3274516146561295
14809.0,621,2,686.76,1,2,3,Dormant Capital,1,1.0,4.315661172468325,4.315661172468325
13443.0,449,6,1280.16,1,4,4,Distressed Equity,1,1.0,4.311104849506489,4.311104849506489
14082.0,365,2,413.36,2,2,2,Dormant Capital,1,0.99,4.326452542808749,4.283188017380661
16844.0,563,2,614.34,1,3,2,Distressed Equity,1,1.0,4.259383937286373,4.259383937286373
17610.0,540,5,1529.49,1,4,4,Distressed Equity,1,1.0,4.153567054510644,4.153567054510644
15943.0,650,2,271.29,1,2,1,Dormant Capital,1,1.0,4.126854808775072,4.126854808775072
16453.0,531,2,251.71,1,2,1,Dormant Capital,1,1.0,4.077836578105919,4.077836578105919
14134.0,383,15,11123.35,2,5,5,Distressed Equity,1,1.0,4.021367768184462,4.021367768184462
16391.0,401,4,1103.61,2,4,3,Distressed Equity,1,1.0,4.007687288557916,4.007687288557916
17518.0,426,2,329.42,1,3,2,Distressed Equity,1,1.0,3.9997253602720466,3.9997253602720466
16264.0,438,2,837.53,1,2,3,Dormant Capital,1,1.0,3.994044131173949,3.994044131173949
15278.0,562,4,496.16,1,3,2,Distressed Equity,1,0.99,4.033365173958522,3.9930315222189368
15903.0,10,12,8939.84,5,5,5,Tier 1 Alpha Asset,0,0.01,399.187123126199,3.99187123126199
17246.0,547,2,38.92,1,3,1,Distressed Equity,1,1.0,3.9883241098607525,3.9883241098607525
16428.0,414,3,660.28,1,3,3,Distressed Equity,1,1.0,3.9700916811892397,3.9700916811892397
16935.0,382,3,535.1,2,3,2,Distressed Equity,1,1.0,3.95162976080098,3.95162976080098
16021.0,395,2,532.25,2,2,2,Dormant Capital,1,1.0,3.9429727182722365,3.9429727182722365
13616.0,568,2,288.1,1,2,1,Dormant Capital,1,1.0,3.937899846342311,3.937899846342311
15989.0,376,2,372.51,2,2,2,Dormant Capital,1,0.99,3.959123434963648,3.919532200614012
15794.0,736,2,777.0,1,2,3,Dormant Capital,1,1.0,3.91092992109298,3.91092992109298
12788.0,463,4,444.9,1,3,2,Distressed Equity,1,1.0,3.888484100841116,3.888484100841116
17209.0,649,3,611.6,1,3,2,Distressed Equity,1,1.0,3.8746205223620165,3.8746205223620165
16815.0,454,2,410.97,1,2,2,Dormant Capital,1,1.0,3.8412140675754007,3.8412140675754007
17776.0,387,2,338.56,2,3,2,Distressed Equity,1,0.99,3.8598393943779823,3.8212410004342026
13042.0,598,3,1556.54,1,3,4,Distressed Equity,1,1.0,3.8171827994536223,3.8171827994536223
15878.0,562,2,330.77,1,2,2,Dormant Capital,1,1.0,3.799515161666763,3.799515161666763
15304.0,61,9,919.55,3,5,3,High-Yield Volatile,0,0.02,188.86636657279766,3.7773273314559535
15702.0,476,2,140.39,1,2,1,Dormant Capital,1,1.0,3.7711508579575317,3.7711508579575317
18258.0,464,6,2059.67,1,4,4,Distressed Equity,1,1.0,3.751416970692397,3.751416970692397
17622.0,598,2,1130.21,1,3,3,Distressed Equity,1,1.0,3.736219426222706,3.736219426222706
18194.0,82,6,4162.04,3,4,5,High-Yield Volatile,0,0.01,371.350769935279,3.7135076993527902
13595.0,517,3,818.22,1,3,3,Distressed Equity,1,1.0,3.6873842465587185,3.6873842465587185
17326.0,408,2,321.95,2,3,2,Distressed Equity,1,0.99,3.7222302703360453,3.685007967632685
17366.0,432,2,1096.24,1,3,3,Distressed Equity,1,1.0,3.684865252533273,3.684865252533273
12687.0,481,2,2138.91,1,2,4,Dormant Capital,1,0.99,3.6481207158779108,3.6116395087191315
16798.0,554,3,848.71,1,3,3,Distressed Equity,1,1.0,3.607422529594653,3.607422529594653
15451.0,434,2,233.21,1,2,1,Dormant Capital,1,1.0,3.6072884171356723,3.6072884171356723
14169.0,431,2,624.4300000000001,1,2,3,Dormant Capital,1,1.0,3.6017894117131783,3.6017894117131783
15542.0,512,3,918.45,1,3,3,Distressed Equity,1,1.0,3.5984955355623405,3.5984955355623405
15309.0,611,4,797.96,1,3,3,Distressed Equity,1,1.0,3.5949941470941447,3.5949941470941447
14751.0,684,2,126.45,1,2,1,Dormant Capital,1,1.0,3.5892421080990125,3.5892421080990125
13567.0,428,4,1083.69,1,3,3,Distressed Equity,1,1.0,3.575236570240161,3.575236570240161
17563.0,578,2,392.38,1,3,2,Distressed Equity,1,1.0,3.5697716854130146,3.5697716854130146
15354.0,603,3,284.4,1,3,1,Distressed Equity,1,1.0,3.526161455703318,3.526161455703318
15666.0,472,2,632.94,1,2,3,Dormant Capital,1,1.0,3.5175098937286946,3.5175098937286946
13457.0,689,2,148.22,1,2,1,Dormant Capital,1,1.0,3.516338410198873,3.516338410198873
17257.0,436,2,192.73,1,3,1,Distressed Equity,1,0.99,3.5381353644111853,3.5027540107670734
16790.0,4,6,1545.62,5,4,4,Tier 1 Alpha Asset,0,0.01,348.9130217640498,3.489130217640498
16704.0,618,2,695.66,1,2,3,Dormant Capital,1,1.0,3.4720174130574493,3.4720174130574493
15037.0,376,2,402.51,2,2,2,Dormant Capital,1,1.0,3.4320655654336187,3.4320655654336187
15764.0,88,8,4503.08,3,4,5,High-Yield Volatile,0,0.04,85.38558248592605,3.415423299437042
14563.0,510,2,679.44,1,2,3,Dormant Capital,1,1.0,3.388827666966423,3.388827666966423
14166.0,505,2,256.85,1,2,1,Dormant Capital,1,1.0,3.3808451097654464,3.3808451097654464
12986.0,429,10,2729.84,1,5,4,Distressed Equity,1,0.99,3.4139430220878992,3.37980359186702
12439.0,683,2,1158.18,1,2,3,Dormant Capital,1,1.0,3.34478893493423,3.34478893493423
17523.0,11,4,652.74,5,4,3,Tier 1 Alpha Asset,0,0.01,333.018488126486,3.33018488126486
14151.0,673,2,679.45,1,2,3,Dormant Capital,1,1.0,3.316870866882918,3.316870866882918
14990.0,612,2,305.42,1,2,2,Dormant Capital,1,1.0,3.3004777367121574,3.3004777367121574
14610.0,396,2,24.35,2,2,1,Dormant Capital,1,1.0,3.179756286708252,3.179756286708252
16812.0,361,4,2392.0,2,4,4,Distressed Equity,1,1.0,3.1581775394643903,3.1581775394643903
17967.0,372,2,357.29,2,3,2,Distressed Equity,1,1.0,3.152883894537917,3.152883894537917
16342.0,75,4,322.41,3,4,2,High-Yield Volatile,0,0.03,104.6156860299042,3.138470580897126
17681.0,597,5,731.2,1,4,3,Distressed Equity,1,1.0,3.1334739322930445,3.1334739322930445
12409.0,79,7,23419.29,3,4,5,High-Yield Volatile,0,0.01,309.8746853536475,3.0987468535364755
13619.0,545,2,231.69,1,2,1,Dormant Capital,1,1.0,3.0616039854075847,3.0616039854075847
14369.0,642,2,469.13,1,2,2,Dormant Capital,1,1.0,3.0404383378510627,3.0404383378510627
17756.0,376,3,733.7,2,3,3,Distressed Equity,1,1.0,3.031144393440461,3.031144393440461
17577.0,645,2,348.75,1,3,2,Distressed Equity,1,1.0,2.989229345244006,2.989229345244006
15183.0,548,3,639.93,1,3,3,Distressed Equity,1,1.0,2.9498787695813964,2.9498787695813964
15503.0,363,2,267.15,2,2,1,Dormant Capital,1,1.0,2.9232550166819276,2.9232550166819276
13825.0,622,2,255.59,1,2,1,Dormant Capital,1,1.0,2.9115349308506273,2.9115349308506273
14831.0,680,3,1676.57,1,3,4,Distressed Equity,1,1.0,2.9006749315495926,2.9006749315495926
15107.0,311,9,940.35,2,5,3,Distressed Equity,1,0.99,2.920241546976293,2.8910391315065302
16197.0,469,9,2016.71,1,5,4,Distressed Equity,1,1.0,2.884694872544898,2.884694872544898
15113.0,10,3,3609.33,5,3,5,High-Yield Volatile,0,0.01,288.2559810658924,2.882559810658924
16631.0,482,7,1892.52,1,4,4,Distressed Equity,1,1.0,2.850852294487959,2.850852294487959
14944.0,30,19,9784.67,4,5,5,Tier 1 Alpha Asset,0,0.01,281.30683260230705,2.8130683260230707
16487.0,577,2,209.4,1,2,1,Dormant Capital,1,1.0,2.8084214980031614,2.8084214980031614
14010.0,565,2,445.15,1,2,2,Dormant Capital,1,1.0,2.7825127167181036,2.7825127167181036
15501.0,405,2,402.5,2,2,2,Dormant Capital,1,1.0,2.7564519466970623,2.7564519466970623
16964.0,733,2,207.85,1,3,1,Distressed Equity,1,1.0,2.7255459025380686,2.7255459025380686
17294.0,669,2,467.79,1,3,2,Distressed Equity,1,1.0,2.71870406714256,2.71870406714256
16381.0,396,2,258.7,2,2,1,Dormant Capital,1,1.0,2.713128160004891,2.713128160004891
16273.0,648,2,336.04,1,2,2,Dormant Capital,1,1.0,2.7094264578638336,2.7094264578638336
16819.0,465,2,182.59,1,2,1,Dormant Capital,1,1.0,2.707426835967894,2.707426835967894
16802.0,679,2,582.61,1,2,2,Dormant Capital,1,1.0,2.6920126149056416,2.6920126149056416
16125.0,367,14,4587.65,2,5,5,Distressed Equity,1,1.0,2.6775423855917815,2.6775423855917815
12804.0,466,2,327.02,1,2,2,Dormant Capital,1,1.0,2.595073807266814,2.595073807266814
14069.0,515,2,230.06,1,2,1,Dormant Capital,1,1.0,2.588686826320066,2.588686826320066
17882.0,379,2,313.46,2,3,2,Distressed Equity,1,1.0,2.5833216638742567,2.5833216638742567
16538.0,541,3,399.62,1,3,2,Distressed Equity,1,1.0,2.562330318063545,2.562330318063545
16296.0,626,4,1313.67,1,4,4,Distressed Equity,1,1.0,2.5359026653227943,2.5359026653227943
14996.0,481,2,442.29,1,2,2,Dormant Capital,1,1.0,2.5323301991027445,2.5323301991027445
16799.0,432,2,495.98,1,2,2,Dormant Capital,1,1.0,2.510205706654588,2.510205706654588
15681.0,25,14,2989.7000000000003,4,5,5,Tier 1 Alpha Asset,0,0.01,250.37103859191907,2.5037103859191907
17792.0,467,2,370.05,1,3,2,Distressed Equity,1,1.0,2.435425745311507,2.435425745311507
12675.0,554,2,958.5,1,2,3,Dormant Capital,1,1.0,2.431451796564938,2.431451796564938
13768.0,727,2,875.97,1,2,3,Dormant Capital,1,1.0,2.419644857044529,2.419644857044529
17888.0,21,25,1820.44,4,5,4,Tier 1 Alpha Asset,0,0.02,120.31835105800079,2.406367021160016
15141.0,458,7,1388.47,1,4,4,Distressed Equity,1,1.0,2.388595317238284,2.388595317238284
14663.0,430,2,490.6,1,2,2,Dormant Capital,1,1.0,2.376990684908214,2.376990684908214
17340.0,30,18,22404.82,4,5,5,Tier 1 Alpha Asset,0,0.01,237.22795661142894,2.3722795661142895
14744.0,16,14,3885.08,5,5,5,Tier 1 Alpha Asset,0,0.01,234.81405188581542,2.348140518858154
14455.0,432,4,628.21,1,3,3,Distressed Equity,1,1.0,2.33475216663272,2.33475216663272
13646.0,400,2,326.25,2,2,2,Dormant Capital,1,1.0,2.3305029724824675,2.3305029724824675
15816.0,542,2,144.15,1,2,1,Dormant Capital,1,1.0,2.292018484160653,2.292018484160653
16893.0,367,2,401.77,2,3,2,Distressed Equity,1,1.0,2.2645222615192413,2.2645222615192413
16837.0,31,11,3170.98,4,5,5,Tier 1 Alpha Asset,0,0.01,225.8931404656143,2.258931404656143
17285.0,628,2,428.34,1,3,2,Distressed Equity,1,1.0,2.202400484544805,2.202400484544805
13442.0,667,3,419.87,1,3,2,Distressed Equity,1,1.0,2.1680588243204792,2.1680588243204792
13526.0,738,2,1182.0,1,2,3,Dormant Capital,1,1.0,2.1329892262953485,2.1329892262953485
16375.0,470,2,104.0,1,2,1,Dormant Capital,1,1.0,2.1296488645027463,2.1296488645027463
13785.0,429,4,542.49,1,3,2,Distressed Equity,1,1.0,2.1160211795981043,2.1160211795981043
15808.0,306,21,18409.93,2,5,5,Distressed Equity,1,1.0,2.0759807663570897,2.0759807663570897
17794.0,687,2,147.3,1,3,1,Distressed Equity,1,1.0,2.0698742033845177,2.0698742033845177
18047.0,381,2,342.69,2,3,2,Distressed Equity,1,1.0,2.064999021184365,2.064999021184365
15001.0,394,2,230.86,2,2,1,Dormant Capital,1,1.0,2.036292621787221,2.036292621787221
12412.0,75,6,2596.93,3,4,4,High-Yield Volatile,0,0.03,64.74216737247906,1.9422650211743717
17065.0,638,2,194.7,1,3,1,Distressed Equity,1,1.0,1.912698314386642,1.912698314386642
16010.0,246,11,1724.06,2,5,4,Distressed Equity,1,1.0,1.8630083484115207,1.8630083484115207
17823.0,421,2,494.25,1,3,2,Distressed Equity,1,1.0,1.8359037403652334,1.8359037403652334
13234.0,673,2,356.95,1,2,2,Dormant Capital,1,1.0,1.827053748530526,1.827053748530526
17332.0,528,5,838.27,1,4,3,Distressed Equity,1,1.0,1.8152657561082277,1.8152657561082277
12589.0,29,8,4695.66,4,4,5,Tier 1 Alpha Asset,0,0.02,89.73957970292132,1.7947915940584265
12855.0,373,4,650.94,2,3,3,Distressed Equity,1,1.0,1.7872341638426603,1.7872341638426603
17544.0,390,3,960.69,2,3,3,Distressed Equity,1,1.0,1.7423332021064275,1.7423332021064275
15413.0,692,5,6798.72,1,4,5,Distressed Equity,1,0.99,1.7359103004785637,1.718551197473778
14556.0,596,3,835.34,1,3,3,Distressed Equity,1,1.0,1.7085890723147132,1.7085890723147132
14385.0,9,3,202.11,5,3,1,High-Yield Volatile,0,0.01,170.68573436649342,1.7068573436649341
15369.0,492,11,6251.26,1,5,5,Distressed Equity,1,0.97,1.7552790144585608,1.702620644024804
18021.0,510,2,227.06,1,3,1,Distressed Equity,1,1.0,1.69332079606771,1.69332079606771
13432.0,571,2,439.1,1,2,2,Dormant Capital,1,1.0,1.68856393834299,1.68856393834299
16911.0,636,2,255.25,1,3,1,Distressed Equity,1,1.0,1.6868509789931112,1.6868509789931112
13562.0,82,8,4838.18,3,4,5,High-Yield Volatile,0,0.02,83.6920518971126,1.6738410379422521
15241.0,67,11,3050.16,3,5,5,High-Yield Volatile,0,0.02,83.27182743756305,1.665436548751261
13997.0,519,3,382.31,1,3,2,Distressed Equity,1,1.0,1.660161411634528,1.660161411634528
16894.0,502,3,1324.06,1,3,4,Distressed Equity,1,1.0,1.6454912465507079,1.6454912465507079
12924.0,88,12,2469.4,3,5,4,High-Yield Volatile,0,0.01,162.92379629323338,1.629237962932334
17916.0,629,2,43.87,1,3,1,Distressed Equity,1,1.0,1.6291278344525297,1.6291278344525297
17539.0,618,4,1226.57,1,4,3,Distressed Equity,1,1.0,1.6203795372463519,1.6203795372463519
15003.0,473,6,1060.7,1,4,3,Distressed Equity,1,0.99,1.6094542262741902,1.5933596840114483
14170.0,375,3,597.33,2,3,2,Distressed Equity,1,1.0,1.591654841022739,1.591654841022739
13206.0,400,13,8377.32,2,5,5,Distressed Equity,1,0.99,1.5989931992149695,1.5830032672228198
17241.0,385,12,2744.14,2,5,4,Distressed Equity,1,1.0,1.5809575001405995,1.5809575001405995
14519.0,684,2,206.09,1,2,1,Dormant Capital,1,1.0,1.5031694131054916,1.5031694131054916
16436.0,668,3,329.34,1,3,2,Distressed Equity,1,1.0,1.5012182654630057,1.5012182654630057
16713.0,19,32,14560.69,5,5,5,Tier 1 Alpha Asset,0,0.01,149.2416935222235,1.492416935222235
16170.0,51,20,6869.0,4,5,5,Tier 1 Alpha Asset,0,0.01,143.5012836307199,1.4350128363071992
17912.0,310,6,375.5,2,4,2,Distressed Equity,1,1.0,1.4275853157401748,1.4275853157401748
16478.0,25,3,331.0,4,3,2,High-Yield Volatile,0,0.01,141.4041700677227,1.414041700677227
12549.0,576,6,1575.68,1,4,4,Distressed Equity,1,1.0,1.394954239127662,1.394954239127662
12498.0,21,3,403.7000000000001,4,3,2,High-Yield Volatile,0,0.01,138.54843425662335,1.3854843425662335
14736.0,485,2,401.08,1,2,2,Dormant Capital,1,1.0,1.2879147842065897,1.2879147842065897
18059.0,23,3,306.46,4,3,2,High-Yield Volatile,0,0.01,123.52966352130592,1.2352966352130592
16043.0,38,8,1856.59,4,4,4,Tier 1 Alpha Asset,0,0.01,120.88378217436103,1.2088378217436104
17810.0,669,2,374.81,1,3,2,Distressed Equity,1,0.99,1.220472132578705,1.208267411252918
16500.0,5,9,843.9100000000001,5,5,3,Tier 1 Alpha Asset,0,0.01,120.67781954913444,1.2067781954913444
16531.0,22,11,2298.33,4,5,4,Tier 1 Alpha Asset,0,0.01,120.2292965577779,1.202292965577779
12856.0,8,6,2179.93,5,4,4,Tier 1 Alpha Asset,0,0.01,118.3498488337285,1.183498488337285
12726.0,28,11,4014.6,4,5,5,Tier 1 Alpha Asset,0,0.01,118.04916137633738,1.1804916137633739
14226.0,29,6,3002.53,4,4,5,Tier 1 Alpha Asset,0,0.01,116.08656029340429,1.160865602934043
14125.0,11,3,2740.43,5,3,4,High-Yield Volatile,0,0.01,112.5571334510227,1.125571334510227
18214.0,531,4,1780.34,1,4,4,Distressed Equity,1,1.0,1.1255395976928848,1.1255395976928848
18137.0,551,2,145.99,1,3,1,Distressed Equity,1,1.0,1.1210642086294835,1.1210642086294835
16695.0,562,2,193.15,1,2,1,Dormant Capital,1,1.0,1.117215126276272,1.117215126276272
14172.0,605,3,402.72,1,3,2,Distressed Equity,1,1.0,1.1163393958668326,1.1163393958668326
